Rk,Wk,Winner,WPts,,Loser,LPts
596,11,Duke,0,@,Boston College,0
597,11,Massachusetts,0,@,Connecticut,0
598,11,Oregon State,0,@,Washington,0
599,11,(1) Alabama,0,@,Louisiana State,0
600,11,Arizona,0,@,(7) Utah,0
601,11,Army,0,N,Air Force,0
602,11,Auburn,0,@,Mississippi State,0
603,11,(10) Baylor,0,@,(9) Oklahoma,0
604,11,(25) Brigham Young,0,@,Boise State,0
605,11,California,0,@,(14) Southern California,0
606,11,Central Florida,0,@,Memphis,0
607,11,(4) Clemson,0,@,(5) Notre Dame,0
608,11,Colorado State,0,@,San Jose State,0
609,11,Florida,0,@,(6) Texas A&M,0
610,11,Florida International,0,@,North Texas,0
611,11,Florida State,0,@,(16) Miami (FL),0
612,11,Georgia State,0,@,Southern Mississippi,0
613,11,Georgia Tech,0,@,Virginia Tech,0
614,11,Hawaii,0,@,Fresno State,0
615,11,(24) Houston,0,@,Southern Methodist,0
616,11,Iowa,0,@,Purdue,0
617,11,James Madison,0,@,Louisville,0
618,11,(20) Kentucky,0,@,Missouri,0
619,11,Liberty,0,@,(19) Arkansas,0
620,11,Marshall,0,@,Old Dominion,0
621,11,Maryland,0,@,(18) Wisconsin,0
622,11,(8) Michigan,0,@,Rutgers,0
623,11,(15) Michigan State,0,@,Illinois,0
624,11,Middle Tennessee State,0,@,Louisiana Tech,0
625,11,Minnesota,0,@,Nebraska,0
626,11,Navy,0,@,(23) Cincinnati,0
627,11,Nevada-Las Vegas,0,@,San Diego State,0
628,11,New Mexico,0,@,Utah State,0
629,11,North Carolina,0,@,Virginia,0
630,11,(2) Ohio State,0,@,Northwestern,0
631,11,(12) Oklahoma State,0,@,Kansas,0
632,11,(11) Oregon,0,@,Colorado,0
633,11,Penn State,0,@,Indiana,0
634,11,South Alabama,0,@,Georgia Southern,0
635,11,South Carolina,0,@,Vanderbilt,0
636,11,South Florida,0,@,Temple,0
637,11,Syracuse,0,@,(17) Pittsburgh,0
638,11,Tennessee,0,@,(3) Georgia,0
639,11,Texas,0,@,Kansas State,0
640,11,Texas State,0,@,Louisiana-Monroe,0
641,11,Texas Tech,0,@,Texas Christian,0
642,11,Texas-San Antonio,0,@,Alabama-Birmingham,0
643,11,Troy,0,@,Louisiana,0
644,11,Tulane,0,@,Tulsa,0
645,11,UCLA,0,@,Arizona State,0
646,11,(22) Wake Forest,0,@,(13) North Carolina State,0
647,11,Washington State,0,@,Stanford,0
648,11,West Virginia,0,@,Iowa State,0
649,11,Western Kentucky,0,@,Charlotte,0
650,12,Ball State,0,@,Toledo,0
651,12,Eastern Michigan,0,@,Akron,0
652,12,Ohio,0,@,Miami (OH),0
653,12,Buffalo,0,@,Central Michigan,0
654,12,Kent State,0,@,Bowling Green,0
655,12,Northern Illinois,0,@,Western Michigan,0
656,12,Georgia Southern,0,@,Louisiana,0
657,12,Tulsa,0,@,Memphis,0
658,12,Colorado,0,@,(14) Southern California,0
659,12,East Carolina,0,@,(23) Cincinnati,0
660,12,Fresno State,0,@,Nevada-Las Vegas,0
661,12,(1) Alabama,0,@,(21) Mississippi,0
662,12,Appalachian State,0,@,Marshall,0
663,12,Arizona,0,@,UCLA,0
664,12,Arizona State,0,@,Washington State,0
665,12,Army,0,@,Troy,0
666,12,Boise State,0,@,Nevada,0
667,12,Boston College,0,@,(13) North Carolina State,0
668,12,California,0,@,Oregon State,0
669,12,Central Florida,0,@,Tulane,0
670,12,Charlotte,0,@,Middle Tennessee State,0
671,12,Florida Atlantic,0,@,Florida International,0
672,12,Florida State,0,@,Syracuse,0
673,12,(3) Georgia,0,@,Mississippi State,0
674,12,Indiana,0,@,(2) Ohio State,0
675,12,Iowa State,0,@,(12) Oklahoma State,0
676,12,James Madison,0,@,Old Dominion,0
677,12,Kansas,0,@,Texas Tech,0
678,12,Kansas State,0,@,(10) Baylor,0
679,12,Lamar,0,@,New Mexico State,0
680,12,Liberty,0,@,Connecticut,0
681,12,Louisiana State,0,@,(19) Arkansas,0
682,12,Louisiana Tech,0,@,Texas-San Antonio,0
683,12,Louisiana-Monroe,0,@,Georgia State,0
684,12,Louisville,0,@,(4) Clemson,0
685,12,Maryland,0,@,Penn State,0
686,12,Massachusetts,0,@,Arkansas State,0
687,12,(16) Miami (FL),0,@,Georgia Tech,0
688,12,Missouri,0,@,Tennessee,0
689,12,Nebraska,0,@,(8) Michigan,0
690,12,New Mexico,0,@,Air Force,0
691,12,North Carolina,0,@,(22) Wake Forest,0
692,12,North Texas,0,@,Alabama-Birmingham,0
693,12,Northwestern,0,@,Minnesota,0
694,12,(5) Notre Dame,0,N,Navy,0
695,12,(9) Oklahoma,0,@,West Virginia,0
696,12,(17) Pittsburgh,0,@,Virginia,0
697,12,Purdue,0,@,Illinois,0
698,12,Rice,0,@,Western Kentucky,0
699,12,Rutgers,0,@,(15) Michigan State,0
700,12,San Jose State,0,@,San Diego State,0
701,12,South Carolina,0,@,Florida,0
702,12,Southern Methodist,0,@,South Florida,0
703,12,Southern Mississippi,0,@,Coastal Carolina,0
704,12,Stanford,0,@,(7) Utah,0
705,12,Temple,0,@,(24) Houston,0
706,12,(6) Texas A&M,0,@,Auburn,0
707,12,Texas Christian,0,@,Texas,0
708,12,Texas State,0,@,South Alabama,0
709,12,Utah State,0,@,Hawaii,0
710,12,Vanderbilt,0,@,(20) Kentucky,0
711,12,Virginia Tech,0,@,Duke,0
712,12,Washington,0,@,(11) Oregon,0
713,12,(18) Wisconsin,0,@,Iowa,0
714,12,Wyoming,0,@,Colorado State,0
715,13,Bowling Green,0,@,Toledo,0
716,13,Ohio,0,@,Ball State,0
717,13,Eastern Michigan,0,@,Kent State,0
718,13,Miami (OH),0,@,Northern Illinois,0
719,13,Western Michigan,0,@,Central Michigan,0
720,13,Southern Methodist,0,@,Tulane,0
721,13,San Diego State,0,@,New Mexico,0
722,13,South Florida,0,@,Tulsa,0
723,13,Akron,0,@,Buffalo,0
724,13,Alabama-Birmingham,0,@,Louisiana State,0
725,13,Arkansas State,0,@,Texas State,0
726,13,Austin Peay,0,@,(1) Alabama,0
727,13,Boise State,0,@,Wyoming,0
728,13,Boston College,0,@,(5) Notre Dame,0
729,13,(23) Cincinnati,0,@,Temple,0
730,13,Coastal Carolina,0,@,Virginia,0
731,13,Colorado,0,@,Washington,0
732,13,Colorado State,0,@,Air Force,0
733,13,Connecticut,0,@,Army,0
734,13,Dixie State,0,@,(25) Brigham Young,0
735,13,Duke,0,@,(17) Pittsburgh,0
736,13,East Tennessee State,0,@,Mississippi State,0
737,13,Florida,0,@,Vanderbilt,0
738,13,Florida Atlantic,0,@,Middle Tennessee State,0
739,13,Florida International,0,@,Texas-El Paso,0
740,13,Fresno State,0,@,Nevada,0
741,13,(3) Georgia,0,@,(20) Kentucky,0
742,13,Georgia State,0,@,James Madison,0
743,13,Georgia Tech,0,@,North Carolina,0
744,13,(24) Houston,0,@,East Carolina,0
745,13,Illinois,0,@,(8) Michigan,0
746,13,Indiana,0,@,(15) Michigan State,0
747,13,Iowa,0,@,Minnesota,0
748,13,Kansas State,0,@,West Virginia,0
749,13,Louisiana,0,@,Florida State,0
750,13,Louisiana Tech,0,@,Charlotte,0
751,13,Louisiana-Monroe,0,@,Troy,0
752,13,Marshall,0,@,Georgia Southern,0
753,13,Massachusetts,0,@,(6) Texas A&M,0
754,13,(16) Miami (FL),0,@,(4) Clemson,0
755,13,(21) Mississippi,0,@,(19) Arkansas,0
756,13,Navy,0,@,Central Florida,0
757,13,Nevada-Las Vegas,0,@,Hawaii,0
758,13,New Mexico State,0,@,Missouri,0
759,13,North Alabama,0,@,Memphis,0
760,13,(13) North Carolina State,0,@,Louisville,0
761,13,Northwestern,0,@,Purdue,0
762,13,(2) Ohio State,0,@,Maryland,0
763,13,(12) Oklahoma State,0,@,(9) Oklahoma,0
764,13,Old Dominion,0,@,Appalachian State,0
765,13,Oregon State,0,@,Arizona State,0
766,13,Penn State,0,@,Rutgers,0
767,13,San Jose State,0,@,Utah State,0
768,13,South Alabama,0,@,Southern Mississippi,0
769,13,(14) Southern California,0,@,UCLA,0
770,13,Stanford,0,@,California,0
771,13,Syracuse,0,@,(22) Wake Forest,0
772,13,Tennessee,0,@,South Carolina,0
773,13,Texas,0,@,Kansas,0
774,13,Texas Christian,0,@,(10) Baylor,0
775,13,Texas Tech,0,@,Iowa State,0
776,13,Texas-San Antonio,0,@,Rice,0
777,13,(7) Utah,0,@,(11) Oregon,0
778,13,Virginia Tech,0,@,Liberty,0
779,13,Washington State,0,@,Arizona,0
780,13,Western Kentucky,0,@,Auburn,0
781,13,(18) Wisconsin,0,@,Nebraska,0
782,14,Ball State,0,@,Miami (OH),0
783,14,Bowling Green,0,@,Ohio,0
784,14,Mississippi State,0,@,(21) Mississippi,0
785,14,Arizona State,0,@,Arizona,0
786,14,(19) Arkansas,0,@,Missouri,0
787,14,(10) Baylor,0,@,Texas,0
788,14,Central Florida,0,@,South Florida,0
789,14,Central Michigan,0,@,Eastern Michigan,0
790,14,Florida,0,@,Florida State,0
791,14,Nebraska,0,@,Iowa,0
792,14,New Mexico,0,@,Colorado State,0
793,14,(13) North Carolina State,0,@,North Carolina,0
794,14,Toledo,0,@,Western Michigan,0
795,14,UCLA,0,@,California,0
796,14,Utah State,0,@,Boise State,0
797,14,Wyoming,0,@,Fresno State,0
798,14,Air Force,0,@,San Diego State,0
799,14,Akron,0,@,Northern Illinois,0
800,14,Alabama-Birmingham,0,@,Louisiana Tech,0
801,14,Appalachian State,0,@,Georgia Southern,0
802,14,Army,0,@,Massachusetts,0
803,14,Auburn,0,@,(1) Alabama,0
804,14,(25) Brigham Young,0,@,Stanford,0
805,14,Coastal Carolina,0,@,James Madison,0
806,14,East Carolina,0,@,Temple,0
807,14,Georgia State,0,@,Marshall,0
808,14,Georgia Tech,0,@,(3) Georgia,0
809,14,Hawaii,0,@,San Jose State,0
810,14,Illinois,0,@,Northwestern,0
811,14,Iowa State,0,@,Texas Christian,0
812,14,Kansas,0,@,Kansas State,0
813,14,Kent State,0,@,Buffalo,0
814,14,Louisiana,0,@,Texas State,0
815,14,Louisiana State,0,@,(6) Texas A&M,0
816,14,Louisville,0,@,(20) Kentucky,0
817,14,Memphis,0,@,Southern Methodist,0
818,14,(8) Michigan,0,@,(2) Ohio State,0
819,14,(15) Michigan State,0,@,Penn State,0
820,14,Middle Tennessee State,0,@,Florida International,0
821,14,Minnesota,0,@,(18) Wisconsin,0
822,14,Nevada,0,@,Nevada-Las Vegas,0
823,14,New Mexico State,0,@,Liberty,0
824,14,(5) Notre Dame,0,@,(14) Southern California,0
825,14,(9) Oklahoma,0,@,Texas Tech,0
826,14,Old Dominion,0,@,South Alabama,0
827,14,(11) Oregon,0,@,Oregon State,0
828,14,(17) Pittsburgh,0,@,(16) Miami (FL),0
829,14,Purdue,0,@,Indiana,0
830,14,Rice,0,@,North Texas,0
831,14,Rutgers,0,@,Maryland,0
832,14,South Carolina,0,@,(4) Clemson,0
833,14,Southern Mississippi,0,@,Louisiana-Monroe,0
834,14,Syracuse,0,@,Boston College,0
835,14,Tennessee,0,@,Vanderbilt,0
836,14,Texas-El Paso,0,@,Texas-San Antonio,0
837,14,Troy,0,@,Arkansas State,0
838,14,Tulane,0,@,(23) Cincinnati,0
839,14,Tulsa,0,@,(24) Houston,0
840,14,(7) Utah,0,@,Colorado,0
841,14,Virginia,0,@,Virginia Tech,0
842,14,(22) Wake Forest,0,@,Duke,0
843,14,Washington,0,@,Washington State,0
844,14,West Virginia,0,@,(12) Oklahoma State,0
845,14,Western Kentucky,0,@,Florida Atlantic,0
846,15,Navy,0,N,Army,0
