Rk,Wk,Winner,WPts,,Loser,LPts
706,12,Rice,,@,Texas-San Antonio,
707,12,Rutgers,,@,(25) Iowa,
708,12,Sam Houston State,,@,Louisiana Tech,
709,12,San Diego State,,@,Colorado State,
710,12,(6) Southern California,,@,(15) Oregon,
711,12,Stanford,,@,(18) Oregon State,
712,12,Syracuse,,N,Pittsburgh,
713,12,Temple,,@,South Florida,
714,12,(12) Tennessee,,@,Missouri,
715,12,(11) Texas,,@,(17) Texas Christian,
716,12,Texas State,,@,Coastal Carolina,
717,12,Texas Tech,,@,Kansas,
718,12,Troy,,@,Louisiana-Monroe,
719,12,Tulsa,,@,(24) Tulane,
720,12,(14) Utah,,@,(10) Washington,
721,12,Vanderbilt,,@,South Carolina,
722,12,Virginia Tech,,@,Boston College,
723,12,Washington State,,@,California,
724,12,West Virginia,,@,(20) Oklahoma,
725,13,Akron,,@,Eastern Michigan,
726,13,Toledo,,@,Bowling Green,
727,13,Western Michigan,,@,Northern Illinois,
728,13,Buffalo,,@,Miami (OH),
729,13,Central Michigan,,@,Ohio,
730,13,Boston College,,@,Pittsburgh,
731,13,Colorado,,@,Washington State,
732,13,South Florida,,@,Texas-San Antonio,
733,13,Abilene Christian,,@,(23) Texas A&M,
734,13,Appalachian State,,@,James Madison,
735,13,Baylor,,@,(17) Texas Christian,
736,13,Boise State,,@,Utah State,
737,13,Central Florida,,@,Texas Tech,
738,13,Chattanooga,,@,(4) Alabama,
739,13,Cincinnati,,@,West Virginia,
740,13,Coastal Carolina,,@,Army,
741,13,Duke,,@,Virginia,
742,13,East Carolina,,@,Navy,
743,13,Florida,,@,Missouri,
744,13,Florida International,,@,Arkansas,
745,13,(1) Georgia,,@,(12) Tennessee,
746,13,Georgia State,,@,(5) Louisiana State,
747,13,Hawaii,,@,Wyoming,
748,13,Illinois,,@,(25) Iowa,
749,13,(16) Kansas State,,@,Kansas,
750,13,Kent State,,@,Ball State,
751,13,Kentucky,,@,South Carolina,
752,13,Louisiana,,@,Troy,
753,13,Louisiana Tech,,@,Jacksonville State,
754,13,Louisiana-Monroe,,@,(22) Mississippi,
755,13,Louisville,,@,Miami (FL),
756,13,Marshall,,@,South Alabama,
757,13,Massachusetts,,@,Liberty,
758,13,(2) Michigan,,@,Maryland,
759,13,Michigan State,,@,Indiana,
760,13,Minnesota,,@,(3) Ohio State,
761,13,Nebraska,,@,(19) Wisconsin,
762,13,Nevada,,@,Colorado State,
763,13,Nevada-Las Vegas,,@,Air Force,
764,13,New Mexico,,@,Fresno State,
765,13,New Mexico State,,@,Auburn,
766,13,North Alabama,,@,(8) Florida State,
767,13,(21) North Carolina,,@,(9) Clemson,
768,13,North Carolina State,,@,Virginia Tech,
769,13,North Texas,,@,Tulsa,
770,13,(20) Oklahoma,,@,Brigham Young,
771,13,Oklahoma State,,@,Houston,
772,13,Old Dominion,,@,Georgia Southern,
773,13,(15) Oregon,,@,Arizona State,
774,13,Purdue,,@,Northwestern,
775,13,Rice,,@,Charlotte,
776,13,Rutgers,,@,(7) Penn State,
777,13,Sacred Heart,,@,Connecticut,
778,13,Sam Houston State,,@,Western Kentucky,
779,13,San Diego State,,@,San Jose State,
780,13,Southern Methodist,,@,Memphis,
781,13,Southern Mississippi,,@,Mississippi State,
782,13,Syracuse,,@,Georgia Tech,
783,13,Temple,,@,Alabama-Birmingham,
784,13,(11) Texas,,@,Iowa State,
785,13,Texas State,,@,Arkansas State,
786,13,Texas-El Paso,,@,Middle Tennessee State,
787,13,(24) Tulane,,@,Florida Atlantic,
788,13,UCLA,,@,(6) Southern California,
789,13,(14) Utah,,@,Arizona,
790,13,Wake Forest,,@,(13) Notre Dame,
791,13,(10) Washington,,@,(18) Oregon State,
792,13,California,,@,Stanford,
793,14,Bowling Green,,@,Western Michigan,
794,14,Eastern Michigan,,@,Buffalo,
795,14,(22) Mississippi,,@,Mississippi State,
796,14,Air Force,,@,Boise State,
797,14,(25) Iowa,,@,Nebraska,
798,14,Memphis,,@,Temple,
799,14,Miami (FL),,@,Boston College,
800,14,Missouri,,@,Arkansas,
801,14,Ohio,,@,Akron,
802,14,(18) Oregon State,,@,(15) Oregon,
803,14,(7) Penn State,,@,Michigan State,
804,14,(17) Texas Christian,,@,(20) Oklahoma,
805,14,Texas Tech,,@,(11) Texas,
806,14,Texas-San Antonio,,@,(24) Tulane,
807,14,Toledo,,@,Central Michigan,
808,14,Utah State,,@,New Mexico,
809,14,(4) Alabama,,@,Auburn,
810,14,Alabama-Birmingham,,@,North Texas,
811,14,Arizona,,@,Arizona State,
812,14,Arkansas State,,@,Marshall,
813,14,Brigham Young,,@,Oklahoma State,
814,14,California,,@,UCLA,
815,14,Charlotte,,@,South Florida,
816,14,(9) Clemson,,@,South Carolina,
817,14,Colorado,,@,(14) Utah,
818,14,Colorado State,,@,Hawaii,
819,14,Connecticut,,@,Massachusetts,
820,14,Florida Atlantic,,@,Rice,
821,14,(8) Florida State,,@,Florida,
822,14,Fresno State,,@,San Diego State,
823,14,(1) Georgia,,@,Georgia Tech,
824,14,Georgia Southern,,@,Appalachian State,
825,14,Georgia State,,@,Old Dominion,
826,14,Houston,,@,Central Florida,
827,14,Indiana,,@,Purdue,
828,14,Iowa State,,@,(16) Kansas State,
829,14,Jacksonville State,,@,New Mexico State,
830,14,James Madison,,@,Coastal Carolina,
831,14,Kansas,,@,Cincinnati,
832,14,Kentucky,,@,Louisville,
833,14,Liberty,,@,Texas-El Paso,
834,14,Louisiana-Monroe,,@,Louisiana,
835,14,Maryland,,@,Rutgers,
836,14,Miami (OH),,@,Ball State,
837,14,Middle Tennessee State,,@,Sam Houston State,
838,14,Navy,,@,Southern Methodist,
839,14,(21) North Carolina,,@,North Carolina State,
840,14,Northern Illinois,,@,Kent State,
841,14,Northwestern,,@,Illinois,
842,14,(13) Notre Dame,,@,Stanford,
843,14,(3) Ohio State,,@,(2) Michigan,
844,14,Pittsburgh,,@,Duke,
845,14,San Jose State,,@,Nevada-Las Vegas,
846,14,South Alabama,,@,Texas State,
847,14,(23) Texas A&M,,@,(5) Louisiana State,
848,14,Troy,,@,Southern Mississippi,
849,14,Tulsa,,@,East Carolina,
850,14,Vanderbilt,,@,(12) Tennessee,
851,14,Virginia Tech,,@,Virginia,
852,14,Wake Forest,,@,Syracuse,
853,14,Washington State,,@,(10) Washington,
854,14,West Virginia,,@,Baylor,
855,14,Western Kentucky,,@,Florida International,
856,14,(19) Wisconsin,,@,Minnesota,
857,14,Wyoming,,@,Nevada,
858,15,Army,,N,Navy,
